ID,CultLand,CropTillageDepth,Residue_length,Block,Harv_method,Residue_perc,Seedlings,Districts,LandPreparationMethods
ID_SBUQF09T59YV,50,4,28,3,0,10,12.5,lush,TractorPlough BullockPlough
ID_IW1LJ1K7VX6T,10,4,27,3,0,10,2.5,lush,TractorPlough
ID_QO6Z3ENHDIJH,80,8,22,7,0,10,10.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_8IY3699VUB5I,56,2,26,7,0,10,28.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_WETQDH170BCS,20,4,30,3,0,10,5.0,lush,TractorPlough BullockPlough
ID_YGM93E1H5A94,12,4,24,3,0,10,3.0,lush,TractorPlough
ID_WG4BJOLWS38B,35,5,20,6,0,10,7.0,semi-desert,TractorPlough
ID_8K670F5PK881,18,5,25,7,0,10,3.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_64BRQPJ2I3VZ,9,4,23,4,0,10,2.25,lush,TractorPlough
ID_8T9JL7X3D8R7,45,2,28,7,0,10,22.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_BGO5AP9Y12KD,10,4,30,5,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_8BSVZPV1C2N4,25,4,22,4,0,10,6.25,lush,TractorPlough
ID_2O3NZ6M8CZTC,15,3,25,4,0,10,5.0,lush,TractorPlough
ID_VM5HKT5QG3ZS,20,7,30,2,0,10,2.857142857142857,desert,TractorPlough FourWheelTracRotavator
ID_T2L87BGL2TBY,84,5,25,7,0,10,16.8,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_IT1U48B7576F,8,5,30,5,0,10,1.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_FVW1NLJ7ZNM7,30,4,30,5,0,10,7.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_MPE0HJ2ZUA16,12,4,27,3,0,10,3.0,lush,BullockPlough TractorPlough WetTillagePuddling
ID_4LKLN9DH2IGO,60,5,28,2,0,10,12.0,desert,TractorPlough FourWheelTracRotavator
ID_B4R2TOFBP6WO,50,6,25,7,0,10,8.333333333333334,semi-desert,TractorPlough FourWheelTracRotavator
ID_ZFLYRT3CLDOE,35,6,25,7,0,10,5.833333333333333,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_9V0GW8KZK22V,60,5,28,2,0,10,12.0,desert,TractorPlough FourWheelTracRotavator
ID_COGDNDCUH2LJ,80,4,24,6,0,10,20.0,semi-desert,TractorPlough
ID_9ET4I387HC8N,30,4,25,0,0,10,7.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_9YM1X8QDQQNB,10,5,30,5,0,10,2.0,semi-desert,BullockPlough FourWheelTracRotavator TractorPlough WetTillagePuddling
ID_WHGD1CSS85NF,15,4,30,5,0,10,3.75,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_1M9KEFYBBP01,20,4,22,4,0,10,5.0,lush,TractorPlough
ID_ZA50JAI2JFFI,35,5,21,7,0,10,7.0,semi-desert,WetTillagePuddling TractorPlough
ID_JREUKAVH85UY,10,5,4,2,0,10,2.0,desert,TractorPlough FourWheelTracRotavator
ID_CVVMOW8TPW9E,15,7,25,2,0,10,2.142857142857143,desert,TractorPlough FourWheelTracRotavator
ID_H4PRE3WQ3LUN,15,4,28,4,0,10,3.75,lush,TractorPlough
ID_OFDE06PPFL6Z,10,3,26,4,0,10,3.3333333333333335,lush,TractorPlough
ID_0LFAOX1J9X1M,15,5,30,5,0,10,3.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_HR9YLWIL0GC4,30,4,26,3,0,10,7.5,lush,WetTillagePuddling TractorPlough BullockPlough
ID_LDVK9YKFC9EV,30,7,30,2,0,10,4.285714285714286,desert,TractorPlough FourWheelTracRotavator
ID_M6DR3JCP1306,12,6,30,1,0,10,2.0,semi-desert,TractorPlough
ID_3FNQE8LN5GOL,10,6,28,1,0,10,1.6666666666666667,semi-desert,TractorPlough
ID_56CTSJ3HR40H,23,6,25,1,0,10,3.8333333333333335,semi-desert,TractorPlough
ID_F2FJB7EM040Q,30,6,22,7,0,10,5.0,semi-desert,TractorPlough
ID_J7PL485NOPNC,38,2,23,7,1,40,19.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_FKA1PE0LLOR3,24,4,30,5,0,10,6.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_EH8ZZGUTGAWN,5,4,25,3,0,10,1.25,lush,TractorPlough
ID_KLEQEZ8ZFOHI,20,5,22,6,0,10,4.0,semi-desert,TractorPlough
ID_121CUFEARHFS,20,3,26,3,0,10,6.666666666666667,lush,WetTillagePuddling TractorPlough BullockPlough
ID_J0COPU9TBASR,40,5,30,6,1,40,8.0,semi-desert,WetTillagePuddling
ID_IE0ULQPJ2YC0,50,5,25,8,0,10,10.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_ZQ94WR54T0G2,19,5,24,7,0,10,3.8,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_TLKSZLXU6YY3,40,5,24,7,0,10,8.0,semi-desert,WetTillagePuddling TractorPlough
ID_O8BZ7P23MK0R,10,5,28,2,0,10,2.0,desert,TractorPlough FourWheelTracRotavator
ID_KSUP2E9QLWBT,8,4,24,3,0,10,2.0,lush,TractorPlough
ID_UZHQ32TAKBW5,14,5,30,5,0,10,2.8,semi-desert,WetTillagePuddling FourWheelTracRotavator TractorPlough BullockPlough
ID_C21G8CZ2M6PT,20,4,26,4,0,10,5.0,lush,TractorPlough
ID_KPYS0NZTJUE0,6,4,25,3,0,10,1.5,lush,TractorPlough
ID_9P3DV08LL3SX,50,4,25,4,0,10,12.5,lush,TractorPlough
ID_Q3LCSK989YHP,6,5,25,7,0,10,1.2,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_80IMHDAE1Y6L,30,8,30,2,0,10,3.75,desert,TractorPlough FourWheelTracRotavator
ID_AKS7CN1P4LC3,20,3,29,7,0,10,6.666666666666667,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_KYEL2ZTZZ3BV,45,5,26,7,0,10,9.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator BullockPlough
ID_JH158YQFV0M3,5,4,26,3,0,10,1.25,lush,TractorPlough
ID_NM9KE57TQIC3,2,4,26,0,0,10,0.5,semi-desert,TractorPlough WetTillagePuddling FourWheelTracRotavator
ID_IOTYV57VA6DP,40,5,30,2,0,10,8.0,desert,TractorPlough FourWheelTracRotavator
ID_TZ949QKICR6K,64,5,25,6,0,10,12.8,semi-desert,WetTillagePuddling TractorPlough
ID_IJC4N659IEWO,45,5,23,7,0,10,9.0,semi-desert,WetTillagePuddling TractorPlough
ID_49DUKUW8AUBN,25,5,25,8,0,10,5.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_F6TXGSGCWQ1Z,10,7,30,2,0,10,1.4285714285714286,desert,TractorPlough FourWheelTracRotavator
ID_UVD1IKGYJ5E3,20,3,24,6,0,10,6.666666666666667,semi-desert,TractorPlough WetTillagePuddling
ID_JSQFDKSTPWRV,20,4,23,6,0,10,5.0,semi-desert,TractorPlough
ID_P4B2BAN1DBVJ,120,3,30,7,1,40,40.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_RMGPSHFNUX1P,15,6,30,2,0,10,2.5,desert,TractorPlough FourWheelTracRotavator
ID_D3AMFYYUNMSX,29,4,19,8,0,10,7.25,desert,WetTillagePuddling FourWheelTracRotavator
ID_PSGSV4VU8K4A,38,2,25,7,1,40,19.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_G8X2GS07T7PA,55,5,25,7,0,10,11.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_9AKJIEL9M7SK,6,5,30,5,0,10,1.2,semi-desert,TractorPlough FourWheelTracRotavator
ID_1K5BZYUIIDHG,30,4,24,6,0,10,7.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_1LL2UOOMUHU0,15,4,30,8,0,10,3.75,desert,WetTillagePuddling FourWheelTracRotavator
ID_YAGNL5UD1I9X,10,6,30,2,0,10,1.6666666666666667,desert,TractorPlough FourWheelTracRotavator
ID_EV4WK4HYX2D5,10,3,26,4,0,10,3.3333333333333335,lush,TractorPlough
ID_5AQFAX8MGN5H,42,2,26,7,0,10,21.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_KVZWXDU5GA3R,20,4,21,4,0,10,5.0,lush,TractorPlough
ID_IHVO6H9RXNHG,40,5,25,7,0,10,8.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_6D9J1SXQX87D,39,4,21,8,0,10,9.75,desert,WetTillagePuddling FourWheelTracRotavator
ID_FFA46TNJ092O,25,4,22,4,0,10,6.25,lush,TractorPlough
ID_X1K66TFZGI3O,11,5,30,5,0,10,2.2,semi-desert,WetTillagePuddling FourWheelTracRotavator BullockPlough TractorPlough
ID_B9S9OXTWIMGZ,40,6,25,2,0,10,6.666666666666667,desert,TractorPlough FourWheelTracRotavator
ID_AFJMUSOZJE2Z,20,4,24,6,0,10,5.0,semi-desert,TractorPlough
ID_XA3YHEIEDWZ2,20,5,26,4,0,10,4.0,lush,TractorPlough
ID_E326BSW9VTVE,60,4,27,3,0,10,15.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_N51WT7PLXD41,20,5,30,2,0,10,4.0,desert,TractorPlough FourWheelTracRotavator
ID_HQQYR8OHSLU3,15,4,29,1,0,10,3.75,semi-desert,WetTillagePuddling FourWheelTracRotavator
ID_YZWHV7FF87MU,11,6,22,1,0,10,1.8333333333333333,semi-desert,FourWheelTracRotavator
ID_67NFWLS4KYJR,12,3,26,4,0,10,4.0,lush,TractorPlough
ID_UZE5N6W8E516,20,6,25,1,0,10,3.3333333333333335,semi-desert,TractorPlough
ID_HP0BC4YDEPRJ,10,1,30,5,0,10,10.0,semi-desert,FourWheelTracRotavator
ID_8N4OV6Q1H5NU,25,4,25,3,0,10,6.25,lush,WetTillagePuddling TractorPlough BullockPlough
ID_MQSH38ZOYKG6,15,4,30,5,0,10,3.75,semi-desert,TractorPlough FourWheelTracRotavator
ID_ZV98OOLZMPHV,5,4,30,5,0,10,1.25,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_JJGRY5AZPFA8,25,5,25,6,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_T6BQ1LM7BRO7,12,4,24,6,0,10,3.0,semi-desert,TractorPlough
ID_FIBAP70BPH7C,5,5,30,5,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_4L0KFFLHYC18,100,4,20,6,1,40,25.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_3DITMXXEVEY6,25,5,28,5,0,10,5.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator BullockPlough
ID_M65M7N1QZON6,20,6,25,1,0,10,3.3333333333333335,semi-desert,FourWheelTracRotavator
ID_M9UCS0QEQ3SS,10,5,25,7,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_LJHGZIAUG0HV,25,3,28,4,0,10,8.333333333333334,lush,TractorPlough
ID_PNYN5MTS8JYR,13,5,25,0,0,10,2.6,semi-desert,TractorPlough FourWheelTracRotavator
ID_3IWO08R7G0ZC,26,6,25,1,0,10,4.333333333333333,semi-desert,TractorPlough
ID_X81LPBOHK7AU,90,3,30,7,1,40,30.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_HCSIIQE05O4D,30,3,26,3,0,10,10.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_AK7G6K2DBVI5,60,5,30,2,0,10,12.0,desert,TractorPlough FourWheelTracRotavator
ID_SB13IQCDWD4T,20,4,21,7,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_S0JUN78TTTU2,40,4,30,8,0,10,10.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_NXLE52R6KQW7,15,6,29,2,0,10,2.5,desert,TractorPlough FourWheelTracRotavator
ID_WPO7WATLA9KL,110,5,21,7,0,10,22.0,semi-desert,WetTillagePuddling TractorPlough
ID_KYERNKWPM1DU,38,5,25,7,0,10,7.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_WPDTEXO48ZY9,5,4,27,3,0,10,1.25,lush,TractorPlough
ID_4JF1F6Z47M20,16,6,22,1,0,10,2.6666666666666665,semi-desert,FourWheelTracRotavator
ID_GF2XFRUU1NJR,58,4,21,4,0,10,14.5,lush,TractorPlough
ID_966G3YCDIOV2,30,6,22,7,0,10,5.0,semi-desert,TractorPlough
ID_748R4U69L13B,25,5,25,6,1,40,5.0,semi-desert,WetTillagePuddling
ID_L46IWMT2EGZJ,30,5,28,5,0,10,6.0,semi-desert,WetTillagePuddling FourWheelTracRotavator TractorPlough
ID_UBQTLK82LP0K,10,4,29,3,0,10,2.5,lush,WetTillagePuddling TractorPlough BullockPlough
ID_CK91B8KF9NAI,15,4,30,8,0,10,3.75,desert,WetTillagePuddling FourWheelTracRotavator
ID_F3ZLPY18UAWC,20,5,25,6,0,10,4.0,semi-desert,WetTillagePuddling
ID_5GEOU0ZIKQIY,120,4,25,7,1,40,30.0,semi-desert,TractorPlough
ID_U7C97Y6ZF8EG,44,4,28,0,0,10,11.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_4I62DQIYLBEI,20,5,25,6,0,10,4.0,semi-desert,TractorPlough
ID_NDFXUJN31GHN,40,5,25,7,0,10,8.0,semi-desert,FourWheelTracRotavator TractorPlough
ID_YHDMIR4OYD4I,7,4,28,3,0,10,1.75,lush,TractorPlough
ID_1T4Y0UD4D8MH,10,6,25,7,0,10,1.6666666666666667,semi-desert,TractorPlough FourWheelTracRotavator WetTillagePuddling
ID_4OWVERW1IZLR,20,3,28,7,1,40,6.666666666666667,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_0K80PUCZ5F5P,80,6,25,7,0,10,13.333333333333334,semi-desert,TractorPlough FourWheelTracRotavator WetTillagePuddling
ID_6PKIV7I3TI2T,8,4,12,7,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_FV0G2QC4ZQ5V,68,5,26,7,0,10,13.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_WQMRUSEJI1DG,18,4,30,5,0,10,4.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_0QQL8D1UR7LB,18,4,25,4,0,10,4.5,lush,TractorPlough
ID_BP9WH097G008,60,5,25,7,0,10,12.0,semi-desert,WetTillagePuddling TractorPlough
ID_N0H3EELEKQIY,20,4,22,4,0,10,5.0,lush,TractorPlough
ID_39QNIOLSA5C7,22,5,25,7,0,10,4.4,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_7KU3E1CQFNNU,2,5,30,5,0,10,0.4,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_X9PNCCX6KE52,10,7,25,2,0,10,1.4285714285714286,desert,TractorPlough FourWheelTracRotavator
ID_O2IOQXZXBAAB,62,5,24,7,0,10,12.4,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_JX8GAENIPT8Y,10,4,30,0,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_4L7JCMONMOJO,10,5,30,5,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_K5RNTS38H108,15,8,25,2,0,10,1.875,desert,TractorPlough FourWheelTracRotavator
ID_MJ3WFWVW89NC,26,6,28,1,0,10,4.333333333333333,semi-desert,TractorPlough
ID_1864LI5U2572,40,6,25,7,0,10,6.666666666666667,semi-desert,TractorPlough FourWheelTracRotavator
ID_7MQG2AO63WFY,40,5,20,6,0,10,8.0,semi-desert,TractorPlough
ID_9C0NQ9C6LSPQ,28,1,22,4,0,10,28.0,lush,TractorPlough
ID_LONN4IB3UQXD,5,5,30,5,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_IRJ4UCQ4V5UI,25,4,22,4,0,10,6.25,lush,TractorPlough
ID_1MQ1JDM3A94R,16,6,30,1,0,10,2.6666666666666665,semi-desert,FourWheelTracRotavator
ID_35BKCZUDYE60,30,6,28,2,1,40,5.0,desert,TractorPlough FourWheelTracRotavator
ID_AM4CVPE1M5AQ,20,5,25,7,0,10,4.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_0PVS0V4AEEZC,2,4,30,5,0,10,0.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_PI8T25Q6Y9L0,10,5,23,0,0,10,2.0,semi-desert,FourWheelTracRotavator TractorPlough
ID_UD9XUHEJDBB8,40,7,30,2,0,10,5.714285714285714,desert,TractorPlough FourWheelTracRotavator
ID_LTJWHT0ERFE7,31,4,25,4,0,10,7.75,lush,TractorPlough
ID_NG9BDM7640G6,60,6,30,2,0,10,10.0,desert,TractorPlough FourWheelTracRotavator
ID_COVT1WV7N9KW,8,4,27,3,0,10,2.0,lush,TractorPlough
ID_TDOPUM1FYTDK,10,5,30,5,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_B7CEYQ0F59GC,25,4,28,3,0,10,6.25,lush,BullockPlough TractorPlough
ID_EW0JK1FQZBU9,30,5,30,2,0,10,6.0,desert,TractorPlough FourWheelTracRotavator
ID_6EK9OIEJTF7D,10,6,28,5,0,10,1.6666666666666667,semi-desert,BullockPlough FourWheelTracRotavator TractorPlough WetTillagePuddling
ID_SPQ02BCIFJWN,10,6,20,0,0,10,1.6666666666666667,semi-desert,TractorPlough FourWheelTracRotavator
ID_U3VMIR9ULF9N,60,4,25,4,0,10,15.0,lush,TractorPlough
ID_YXUP6WFSNVXG,20,4,22,4,0,10,5.0,lush,TractorPlough
ID_2UOBWNBBX69V,15,3,24,6,0,10,5.0,semi-desert,TractorPlough
ID_QQ9YPPNOUCAX,25,4,25,3,0,10,6.25,lush,WetTillagePuddling TractorPlough BullockPlough
ID_8M99ENS4QG4G,100,6,25,7,0,10,16.666666666666668,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_V6NTXPODB6NM,40,5,24,7,0,10,8.0,semi-desert,WetTillagePuddling TractorPlough
ID_XCN9JXV51YPO,9,5,25,0,0,10,1.8,semi-desert,TractorPlough FourWheelTracRotavator
ID_85BFZA0HGNQP,420,3,30,7,1,40,140.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_GJHC3WCDUH6E,20,4,29,3,0,10,5.0,lush,TractorPlough BullockPlough
ID_991IP7SBMNMU,6,4,25,3,0,10,1.5,lush,TractorPlough
ID_9YJO632T4O4F,15,4,22,6,0,10,3.75,semi-desert,TractorPlough
ID_24GN56E13HAK,5,4,30,5,0,10,1.25,semi-desert,TractorPlough
ID_RLUYXGJQVLUB,40,4,30,3,0,10,10.0,lush,TractorPlough BullockPlough
ID_UQWJ7O4FMT9L,25,4,29,3,0,10,6.25,lush,TractorPlough BullockPlough
ID_E2ATZQAFVQHL,38,5,5,7,0,10,7.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_OZWLVH15XAXZ,10,5,30,5,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_2RC06HNTIHLI,30,3,26,4,0,10,10.0,lush,TractorPlough
ID_ISPGWUQIGS8F,60,4,26,7,1,40,15.0,semi-desert,FourWheelTracRotavator
ID_Y6ZW828A750V,20,3,27,3,0,10,6.666666666666667,lush,WetTillagePuddling TractorPlough BullockPlough
ID_7GJ2IJMLT0Q1,10,4,30,8,0,10,2.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_U4DSD5GTCEFF,7,4,27,3,0,10,1.75,lush,TractorPlough
ID_XFAISIAR479Z,30,6,22,1,0,10,5.0,semi-desert,TractorPlough
ID_2G6N42YAW12M,30,6,30,2,0,10,5.0,desert,TractorPlough FourWheelTracRotavator
ID_9WXSRM1ZHK3F,22,4,23,4,0,10,5.5,lush,TractorPlough
ID_KU60I0GKPL75,15,3,29,4,0,10,5.0,lush,TractorPlough
ID_EZL7RVAQ6ZSF,20,4,25,0,0,10,5.0,semi-desert,TractorPlough WetTillagePuddling FourWheelTracRotavator
ID_2OXI633UR4QE,20,4,26,3,0,10,5.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_C3FJZUW0HZ89,10,4,30,5,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_302D0M99V1N3,5,4,30,5,0,10,1.25,semi-desert,TractorPlough FourWheelTracRotavator
ID_G8UN53WUF1SY,10,5,30,5,0,10,2.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_X4H9OSIND1XI,15,6,28,1,0,10,2.5,semi-desert,TractorPlough
ID_GEOW83TX45S4,8,4,28,3,0,10,2.0,lush,TractorPlough
ID_WPXHJJYUIIAM,25,4,24,6,0,10,6.25,semi-desert,TractorPlough FourWheelTracRotavator
ID_058QFNE7KLRI,19,4,25,3,0,10,4.75,lush,TractorPlough
ID_NA4WRL32DN9F,280,4,29,7,1,40,70.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_LK123XHDNWQN,40,3,25,6,0,10,13.333333333333334,semi-desert,TractorPlough FourWheelTracRotavator
ID_9L5R2V820P6T,20,5,25,8,0,10,4.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_U2NGUCJVLW44,12,3,25,4,0,10,4.0,lush,TractorPlough
ID_1OOQ2FPQ7OTI,50,5,25,7,0,10,10.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_G89BJX1QXXAY,20,5,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_YM176B30OWXK,10,6,30,2,0,10,1.6666666666666667,desert,TractorPlough FourWheelTracRotavator
ID_OYLK4FZDYI5T,35,6,25,7,0,10,5.833333333333333,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_MQQ5M1G02P9C,2,4,30,5,0,10,0.5,semi-desert,TractorPlough
ID_A5JDJTRCF6YY,28,5,26,7,0,10,5.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_I5PB4LN051NF,5,3,30,5,0,10,1.6666666666666667,semi-desert,FourWheelTracRotavator TractorPlough
ID_HSMIKMS8OUY1,23,4,27,6,0,10,5.75,semi-desert,TractorPlough FourWheelTracRotavator
ID_XRG5XLRPEA7E,20,5,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_NHIZSF4QDYBD,30,4,23,6,0,10,7.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_IUC0G9TYXOEM,32,5,25,6,0,10,6.4,semi-desert,TractorPlough
ID_662LY697B7S0,18,4,30,5,0,10,4.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_UII33RFW24JW,15,3,22,6,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_2ZAV3ZFLYG0C,60,6,25,7,0,10,10.0,semi-desert,TractorPlough FourWheelTracRotavator WetTillagePuddling
ID_UTDDUV2IJMKO,32,5,25,4,0,10,6.4,lush,TractorPlough
ID_BUF2BI1W8Q5M,24,5,26,7,0,10,4.8,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_OKRVQRHG83X3,35,3,28,7,1,40,11.666666666666666,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_PBILHJLMITJ0,9,4,21,4,0,10,2.25,lush,TractorPlough
ID_F6XUDFD71MXV,15,4,28,3,0,10,3.75,lush,TractorPlough BullockPlough
ID_84S23ZZ6M1JW,20,4,27,3,0,10,5.0,lush,BullockPlough TractorPlough WetTillagePuddling
ID_YEC2M0625ZB1,36,4,22,4,0,10,9.0,lush,FourWheelTracRotavator TractorPlough
ID_ZC95FKE3IC6E,5,4,28,3,0,10,1.25,lush,TractorPlough
ID_Z7S7ZR9ICNCP,45,2,26,7,0,10,22.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_RHYQXHCTXEFP,15,4,30,0,0,10,3.75,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_EPG0793U8A60,10,6,30,1,0,10,1.6666666666666667,semi-desert,TractorPlough
ID_GMK2CNAY86T5,10,4,30,0,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_6ASJ17SNAUVQ,10,6,30,2,0,10,1.6666666666666667,desert,TractorPlough FourWheelTracRotavator
ID_NMYUIOGVA0NK,100,4,25,7,0,10,25.0,semi-desert,TractorPlough
ID_WQFMFFZ3LYTK,22,4,20,8,0,10,5.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_V7KHHGC42620,13,4,23,6,0,10,3.25,semi-desert,TractorPlough FourWheelTracRotavator
ID_WZZ8DJA85XJJ,4,4,25,3,0,10,1.0,lush,TractorPlough
ID_BHA2VXYULZWT,30,7,30,2,0,10,4.285714285714286,desert,TractorPlough FourWheelTracRotavator
ID_UJSGYSVS7TV5,10,6,28,1,0,10,1.6666666666666667,semi-desert,TractorPlough
ID_Z07U9DW2ARG0,25,4,27,3,0,10,6.25,lush,WetTillagePuddling TractorPlough BullockPlough
ID_56CDJ2M8B4O5,16,5,30,5,0,10,3.2,semi-desert,TractorPlough FourWheelTracRotavator
ID_4MTLHZKT0S9Q,40,5,30,6,1,40,8.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_EOV1ZV7B4S4V,1,2,27,0,0,10,0.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_1W4X0G73PBE7,80,4,30,3,0,10,20.0,lush,TractorPlough BullockPlough
ID_8ZZW3YFEWHDZ,30,4,21,4,0,10,7.5,lush,TractorPlough
ID_WAULF0QM0AX3,40,5,25,7,0,10,8.0,semi-desert,WetTillagePuddling TractorPlough
ID_CUNI7C5ZLFK8,39,4,23,4,0,10,9.75,lush,TractorPlough
ID_QU4BNU5NCZGK,10,4,30,0,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_7LPHOWCNLSMV,10,5,25,0,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_G3T57A88AXT4,20,5,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_W7PELX4LAOSO,60,5,30,8,0,10,12.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_5GRRK194XRX8,11,4,28,3,0,10,2.75,lush,TractorPlough
ID_O8P0MKOM1NFI,29,4,23,4,0,10,7.25,lush,TractorPlough
ID_7VW96YZ1A4Q0,85,4,28,7,1,40,21.25,semi-desert,FourWheelTracRotavator
ID_U2664WP9E1VV,100,5,12,7,0,10,20.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_0VN51JEPCV15,10,5,27,2,0,10,2.0,desert,TractorPlough FourWheelTracRotavator
ID_3Y4PAOV5YRWM,19,5,25,7,0,10,3.8,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_8H5W5PO0GM6M,20,4,30,8,0,10,5.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_5MEWGS68JPBU,30,6,25,7,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator WetTillagePuddling
ID_F80POL0N0UGB,10,3,25,4,0,10,3.3333333333333335,lush,TractorPlough
ID_M1HZBDUP8GT9,50,4,29,3,0,10,12.5,lush,TractorPlough BullockPlough
ID_6WEBAHJV4A5M,10,6,26,2,0,10,1.6666666666666667,desert,TractorPlough FourWheelTracRotavator
ID_5O2ZBA1AVT33,5,5,30,5,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
